课程名称,课节名称,训练内容,训练类型,时长(分钟),训练目的,适应用户
压力性尿失禁,第17节-促血流,促血流,电刺激,5,改善盆底血液循环，促进组织修复和营养供应,血液循环不良、组织修复需求的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
压力性尿失禁,第17节-I类肌高强度I,I类肌高强度I,触发电刺激,5,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；需要生物反馈训练、提高肌肉控制精度的用户；耐受性较低、需要短时间训练的用户
压力性尿失禁,第17节-A3反射训练,A3反射训练,凯格尔训练,10,训练肛门收缩反射，改善控制能力,有一定肌肉控制能力、可进行主动训练的用户
压力性尿失禁,第17节-饥饿鲨鱼,饥饿鲨鱼,游戏互动,10,未知训练内容，需要进一步分析,适合大部分用户
压力性尿失禁,第18节-A3反射训练,A3反射训练,凯格尔训练,15,训练肛门收缩反射，改善控制能力,有一定肌肉控制能力、可进行主动训练的用户
压力性尿失禁,第18节-饥饿鲨鱼,饥饿鲨鱼,游戏互动,15,未知训练内容，需要进一步分析,适合大部分用户
急迫性尿失禁,第1节-肌肉放松,肌肉放松,电刺激,20,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较好、可进行长时间训练的用户
急迫性尿失禁,第1节-促血流,促血流,电刺激,5,改善盆底血液循环，促进组织修复和营养供应,血液循环不良、组织修复需求的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁,第1节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁,第2节-肌肉放松,肌肉放松,电刺激,20,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较好、可进行长时间训练的用户
急迫性尿失禁,第2节-促血流,促血流,电刺激,5,改善盆底血液循环，促进组织修复和营养供应,血液循环不良、组织修复需求的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁,第2节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁,第3节-肌肉放松,肌肉放松,电刺激,20,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较好、可进行长时间训练的用户
急迫性尿失禁,第3节-促血流,促血流,电刺激,5,改善盆底血液循环，促进组织修复和营养供应,血液循环不良、组织修复需求的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁,第3节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁, 第4节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁, 第4节-逼尿肌过度活动抑制高强度,逼尿肌过度活动抑制高强度,电刺激,10,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；肌肉收缩能力较弱、需要被动刺激的用户
急迫性尿失禁, 第4节-逼尿肌收缩抑制,逼尿肌收缩抑制,电刺激,10,未知训练内容，需要进一步分析,肌肉收缩能力较弱、需要被动刺激的用户
急迫性尿失禁, 第4节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁, 第5节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁, 第5节-逼尿肌过度活动抑制高强度,逼尿肌过度活动抑制高强度,电刺激,10,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；肌肉收缩能力较弱、需要被动刺激的用户
急迫性尿失禁, 第5节-逼尿肌收缩抑制,逼尿肌收缩抑制,电刺激,10,未知训练内容，需要进一步分析,肌肉收缩能力较弱、需要被动刺激的用户
急迫性尿失禁, 第5节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁, 第6节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁, 第6节-逼尿肌过度活动抑制高强度,逼尿肌过度活动抑制高强度,电刺激,10,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；肌肉收缩能力较弱、需要被动刺激的用户
急迫性尿失禁, 第6节-逼尿肌收缩抑制,逼尿肌收缩抑制,电刺激,10,未知训练内容，需要进一步分析,肌肉收缩能力较弱、需要被动刺激的用户
急迫性尿失禁, 第6节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁, 第7节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁, 第7节-逼尿肌过度活动抑制高强度,逼尿肌过度活动抑制高强度,电刺激,10,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；肌肉收缩能力较弱、需要被动刺激的用户
急迫性尿失禁, 第7节-逼尿肌收缩抑制,逼尿肌收缩抑制,电刺激,10,未知训练内容，需要进一步分析,肌肉收缩能力较弱、需要被动刺激的用户
急迫性尿失禁, 第7节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁, 第8节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁, 第8节-逼尿肌过度活动抑制高强度,逼尿肌过度活动抑制高强度,电刺激,10,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；肌肉收缩能力较弱、需要被动刺激的用户
急迫性尿失禁, 第8节-逼尿肌收缩抑制,逼尿肌收缩抑制,电刺激,10,未知训练内容，需要进一步分析,肌肉收缩能力较弱、需要被动刺激的用户
急迫性尿失禁, 第8节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁, 第9节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁, 第9节-逼尿肌过度活动抑制高强度,逼尿肌过度活动抑制高强度,电刺激,10,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；肌肉收缩能力较弱、需要被动刺激的用户
急迫性尿失禁, 第9节-逼尿肌收缩抑制,逼尿肌收缩抑制,电刺激,10,未知训练内容，需要进一步分析,肌肉收缩能力较弱、需要被动刺激的用户
急迫性尿失禁, 第9节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁, 第10节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁, 第10节-本体感觉恢复,本体感觉恢复,电刺激,20,恢复肌肉本体感觉，提高肌肉控制精度,肌肉收缩能力较弱、需要被动刺激的用户；耐受性较好、可进行长时间训练的用户
急迫性尿失禁, 第10节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁, 第11节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁, 第11节-I类肌高强度Ⅲ,I类肌高强度Ⅲ,电刺激,15,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；肌肉收缩能力较弱、需要被动刺激的用户
急迫性尿失禁, 第11节-I类肌高强度I,I类肌高强度I,触发电刺激,5,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；需要生物反馈训练、提高肌肉控制精度的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁, 第11节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁, 第12节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁, 第12节-II类肌低强度I,II类肌低强度I,电刺激,15,未知训练内容，需要进一步分析,肌肉功能较弱、需要温和训练的用户；肌肉收缩能力较弱、需要被动刺激的用户
急迫性尿失禁, 第12节-II类肌低强度I,II类肌低强度I,触发电刺激,5,未知训练内容，需要进一步分析,肌肉功能较弱、需要温和训练的用户；需要生物反馈训练、提高肌肉控制精度的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁, 第12节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁, 第13节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁, 第13节-I类肌高强度Ⅲ,I类肌高强度Ⅲ,电刺激,15,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；肌肉收缩能力较弱、需要被动刺激的用户
急迫性尿失禁, 第13节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁, 第13节-I型肌初步训练,I型肌初步训练,凯格尔训练,5,快肌纤维基础训练，建立肌肉记忆,初次接受训练、基础功能较弱的用户；有一定肌肉控制能力、可进行主动训练的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁, 第14节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁, 第14节-II类肌低强度I,II类肌低强度I,电刺激,10,未知训练内容，需要进一步分析,肌肉功能较弱、需要温和训练的用户；肌肉收缩能力较弱、需要被动刺激的用户
急迫性尿失禁, 第14节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁, 第14节-Ⅱ型肌初步训练,Ⅱ型肌初步训练,凯格尔训练,10,未知训练内容，需要进一步分析,初次接受训练、基础功能较弱的用户；有一定肌肉控制能力、可进行主动训练的用户
急迫性尿失禁, 第15节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁, 第15节-混合电刺激I,混合电刺激I,电刺激,15,未知训练内容，需要进一步分析,肌肉收缩能力较弱、需要被动刺激的用户
急迫性尿失禁, 第15节-I类肌高强度I,I类肌高强度I,触发电刺激,5,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；需要生物反馈训练、提高肌肉控制精度的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁, 第15节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
急迫性尿失禁, 第16节-混合电刺激I,混合电刺激I,电刺激,10,未知训练内容，需要进一步分析,肌肉收缩能力较弱、需要被动刺激的用户
急迫性尿失禁, 第16节-混合肌初步训练,混合肌初步训练,凯格尔训练,10,快慢肌纤维协调训练基础,初次接受训练、基础功能较弱的用户；有一定肌肉控制能力、可进行主动训练的用户
急迫性尿失禁, 第16节-混合肌增强训练,混合肌增强训练,凯格尔训练,10,快慢肌纤维协调强化训练,有一定肌肉控制能力、可进行主动训练的用户
急迫性尿失禁, 第17节-A3反射训练,A3反射训练,凯格尔训练,15,训练肛门收缩反射，改善控制能力,有一定肌肉控制能力、可进行主动训练的用户
急迫性尿失禁, 第17节-饥饿鲨鱼,饥饿鲨鱼,游戏互动,15,未知训练内容，需要进一步分析,适合大部分用户
急迫性尿失禁, 第18节-腹部-会阴部协调训练,腹部-会阴部协调训练,凯格尔训练,15,改善腹部和会阴部肌肉协调,有一定肌肉控制能力、可进行主动训练的用户
急迫性尿失禁, 第18节-饥饿鲨鱼,饥饿鲨鱼,游戏互动,15,未知训练内容，需要进一步分析,适合大部分用户
混合性尿失禁,第1节-肌肉放松,肌肉放松,电刺激,20,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较好、可进行长时间训练的用户
混合性尿失禁,第1节-促血流,促血流,电刺激,5,改善盆底血液循环，促进组织修复和营养供应,血液循环不良、组织修复需求的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
混合性尿失禁,第1节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
混合性尿失禁,第2节-肌肉放松,肌肉放松,电刺激,20,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较好、可进行长时间训练的用户
混合性尿失禁,第2节-促血流,促血流,电刺激,5,改善盆底血液循环，促进组织修复和营养供应,血液循环不良、组织修复需求的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
混合性尿失禁,第2节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
混合性尿失禁,第3节-肌肉放松,肌肉放松,电刺激,20,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较好、可进行长时间训练的用户
混合性尿失禁,第3节-促血流,促血流,电刺激,5,改善盆底血液循环，促进组织修复和营养供应,血液循环不良、组织修复需求的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
混合性尿失禁,第3节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
混合性尿失禁, 第4节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
混合性尿失禁, 第4节-逼尿肌过度活动抑制高强度,逼尿肌过度活动抑制高强度,电刺激,20,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较好、可进行长时间训练的用户
混合性尿失禁, 第4节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
混合性尿失禁, 第5节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
混合性尿失禁, 第5节-逼尿肌过度活动抑制高强度,逼尿肌过度活动抑制高强度,电刺激,20,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较好、可进行长时间训练的用户
混合性尿失禁, 第5节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
混合性尿失禁, 第6节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
混合性尿失禁, 第6节-逼尿肌过度活动抑制高强度,逼尿肌过度活动抑制高强度,电刺激,10,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；肌肉收缩能力较弱、需要被动刺激的用户
混合性尿失禁, 第6节-I类肌中强度Ⅱ,I类肌中强度Ⅱ,触发电刺激,10,未知训练内容，需要进一步分析,需要生物反馈训练、提高肌肉控制精度的用户
混合性尿失禁, 第6节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
混合性尿失禁, 第7节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
混合性尿失禁, 第7节-逼尿肌过度活动抑制高强度,逼尿肌过度活动抑制高强度,电刺激,6,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；肌肉收缩能力较弱、需要被动刺激的用户
混合性尿失禁, 第7节-I类肌高强度I,I类肌高强度I,触发电刺激,6,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；需要生物反馈训练、提高肌肉控制精度的用户
混合性尿失禁, 第7节-I类肌高强度Ⅳ,I类肌高强度Ⅳ,电刺激,8,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；肌肉收缩能力较弱、需要被动刺激的用户
混合性尿失禁, 第7节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
混合性尿失禁, 第8节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
混合性尿失禁, 第8节-I类肌高强度Ⅳ,I类肌高强度Ⅳ,电刺激,15,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；肌肉收缩能力较弱、需要被动刺激的用户
混合性尿失禁, 第8节-I类肌高强度I,I类肌高强度I,触发电刺激,5,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；需要生物反馈训练、提高肌肉控制精度的用户；耐受性较低、需要短时间训练的用户
混合性尿失禁, 第8节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
混合性尿失禁, 第9节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
混合性尿失禁, 第9节-I类肌高强度Ⅲ,I类肌高强度Ⅲ,电刺激,6,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；肌肉收缩能力较弱、需要被动刺激的用户
混合性尿失禁, 第9节-II类肌低强度I,II类肌低强度I,电刺激,6,未知训练内容，需要进一步分析,肌肉功能较弱、需要温和训练的用户；肌肉收缩能力较弱、需要被动刺激的用户
混合性尿失禁, 第9节-I类肌高强度I,I类肌高强度I,触发电刺激,8,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；需要生物反馈训练、提高肌肉控制精度的用户
混合性尿失禁, 第9节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
混合性尿失禁, 第10节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
混合性尿失禁, 第10节-I类肌高强度Ⅲ,I类肌高强度Ⅲ,电刺激,2,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
混合性尿失禁, 第10节-II类肌低强度I,II类肌低强度I,电刺激,6,未知训练内容，需要进一步分析,肌肉功能较弱、需要温和训练的用户；肌肉收缩能力较弱、需要被动刺激的用户
混合性尿失禁, 第10节-I类肌高强度I,I类肌高强度I,触发电刺激,7,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；需要生物反馈训练、提高肌肉控制精度的用户
混合性尿失禁, 第10节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
混合性尿失禁, 第10节-I型肌加强训练,I型肌加强训练,凯格尔训练,5,快肌纤维强化训练，提升收缩力,有一定肌肉控制能力、可进行主动训练的用户；耐受性较低、需要短时间训练的用户
混合性尿失禁, 第11节-II类肌中强度I,II类肌中强度I,电刺激,10,未知训练内容，需要进一步分析,肌肉收缩能力较弱、需要被动刺激的用户
混合性尿失禁, 第11节-I型肌强化训练,I型肌强化训练,凯格尔训练,15,快肌纤维深度强化，最大化收缩能力,已有训练基础、需要进一步提升的用户；有一定肌肉控制能力、可进行主动训练的用户
混合性尿失禁, 第11节-Ⅱ型肌初步训练,Ⅱ型肌初步训练,凯格尔训练,5,未知训练内容，需要进一步分析,初次接受训练、基础功能较弱的用户；有一定肌肉控制能力、可进行主动训练的用户；耐受性较低、需要短时间训练的用户
混合性尿失禁, 第12节-快速收缩训练,快速收缩训练,凯格尔训练,5,提高肌肉快速收缩能力和反应速度,有一定肌肉控制能力、可进行主动训练的用户；耐受性较低、需要短时间训练的用户
混合性尿失禁, 第12节-I类肌高强度I,I类肌高强度I,触发电刺激,15,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；需要生物反馈训练、提高肌肉控制精度的用户
