课程名称,课节名称,训练内容,训练类型,时长(分钟),训练目的,适应用户
混合性尿失禁, 第12节-混合肌初步训练,混合肌初步训练,凯格尔训练,10,快慢肌纤维协调训练基础,初次接受训练、基础功能较弱的用户；有一定肌肉控制能力、可进行主动训练的用户
混合性尿失禁, 第13节-I类肌高强度I,I类肌高强度I,触发电刺激,10,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；需要生物反馈训练、提高肌肉控制精度的用户
混合性尿失禁, 第13节-混合肌初步训练,混合肌初步训练,凯格尔训练,10,快慢肌纤维协调训练基础,初次接受训练、基础功能较弱的用户；有一定肌肉控制能力、可进行主动训练的用户
混合性尿失禁, 第13节-混合肌增强训练,混合肌增强训练,凯格尔训练,10,快慢肌纤维协调强化训练,有一定肌肉控制能力、可进行主动训练的用户
混合性尿失禁, 第14节-混合肌初步训练,混合肌初步训练,凯格尔训练,15,快慢肌纤维协调训练基础,初次接受训练、基础功能较弱的用户；有一定肌肉控制能力、可进行主动训练的用户
混合性尿失禁, 第14节-A3反射训练,A3反射训练,凯格尔训练,15,训练肛门收缩反射，改善控制能力,有一定肌肉控制能力、可进行主动训练的用户
混合性尿失禁, 第15节-混合肌初步训练,混合肌初步训练,凯格尔训练,20,快慢肌纤维协调训练基础,初次接受训练、基础功能较弱的用户；有一定肌肉控制能力、可进行主动训练的用户；耐受性较好、可进行长时间训练的用户
混合性尿失禁, 第15节-饥饿鲨鱼,饥饿鲨鱼,游戏互动,10,未知训练内容，需要进一步分析,适合大部分用户
混合性尿失禁, 第16节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
混合性尿失禁, 第16节-I类肌高强度I,I类肌高强度I,触发电刺激,5,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；需要生物反馈训练、提高肌肉控制精度的用户；耐受性较低、需要短时间训练的用户
混合性尿失禁, 第16节-肌肉放松,肌肉放松,电刺激,5,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
混合性尿失禁, 第16节-饥饿鲨鱼,饥饿鲨鱼,游戏互动,15,未知训练内容，需要进一步分析,适合大部分用户
混合性尿失禁, 第17节-I类肌高强度I,I类肌高强度I,触发电刺激,10,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；需要生物反馈训练、提高肌肉控制精度的用户
混合性尿失禁, 第17节-A3反射训练,A3反射训练,凯格尔训练,10,训练肛门收缩反射，改善控制能力,有一定肌肉控制能力、可进行主动训练的用户
混合性尿失禁, 第17节-饥饿鲨鱼,饥饿鲨鱼,游戏互动,10,未知训练内容，需要进一步分析,适合大部分用户
混合性尿失禁, 第18节-A3反射训练,A3反射训练,凯格尔训练,15,训练肛门收缩反射，改善控制能力,有一定肌肉控制能力、可进行主动训练的用户
混合性尿失禁, 第18节-饥饿鲨鱼,饥饿鲨鱼,游戏互动,15,未知训练内容，需要进一步分析,适合大部分用户
盆腔脏器脱垂,第1节-促血流,促血流,电刺激,5,改善盆底血液循环，促进组织修复和营养供应,血液循环不良、组织修复需求的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
盆腔脏器脱垂,第1节-肌肉放松,肌肉放松,电刺激,17,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户
盆腔脏器脱垂,第1节-促血流,促血流,电刺激,8,改善盆底血液循环，促进组织修复和营养供应,血液循环不良、组织修复需求的用户；肌肉收缩能力较弱、需要被动刺激的用户
盆腔脏器脱垂,第2节-促血流,促血流,电刺激,5,改善盆底血液循环，促进组织修复和营养供应,血液循环不良、组织修复需求的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
盆腔脏器脱垂,第2节-肌肉放松,肌肉放松,电刺激,17,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户
盆腔脏器脱垂,第2节-促血流,促血流,电刺激,8,改善盆底血液循环，促进组织修复和营养供应,血液循环不良、组织修复需求的用户；肌肉收缩能力较弱、需要被动刺激的用户
盆腔脏器脱垂,第3节-促血流,促血流,电刺激,5,改善盆底血液循环，促进组织修复和营养供应,血液循环不良、组织修复需求的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
盆腔脏器脱垂,第3节-肌肉放松,肌肉放松,电刺激,17,缓解肌肉紧张，降低肌张力，改善肌肉柔韧性,肌张力过高、疼痛敏感的用户；肌肉收缩能力较弱、需要被动刺激的用户
盆腔脏器脱垂,第3节-促血流,促血流,电刺激,8,改善盆底血液循环，促进组织修复和营养供应,血液循环不良、组织修复需求的用户；肌肉收缩能力较弱、需要被动刺激的用户
盆腔脏器脱垂,第4节-促血流,促血流,电刺激,5,改善盆底血液循环，促进组织修复和营养供应,血液循环不良、组织修复需求的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
盆腔脏器脱垂,第4节-Ⅱ类肌高强度Ⅱ,Ⅱ类肌高强度Ⅱ,电刺激,12,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；肌肉收缩能力较弱、需要被动刺激的用户
盆腔脏器脱垂,第4节-I类肌低强度I,I类肌低强度I,电刺激,13,未知训练内容，需要进一步分析,肌肉功能较弱、需要温和训练的用户；肌肉收缩能力较弱、需要被动刺激的用户
盆腔脏器脱垂,第5节-促血流,促血流,电刺激,5,改善盆底血液循环，促进组织修复和营养供应,血液循环不良、组织修复需求的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
盆腔脏器脱垂,第5节-Ⅱ类肌高强度Ⅱ,Ⅱ类肌高强度Ⅱ,电刺激,12,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；肌肉收缩能力较弱、需要被动刺激的用户
盆腔脏器脱垂,第5节-I类肌低强度I,I类肌低强度I,电刺激,13,未知训练内容，需要进一步分析,肌肉功能较弱、需要温和训练的用户；肌肉收缩能力较弱、需要被动刺激的用户
盆腔脏器脱垂,第6节-促血流,促血流,电刺激,5,改善盆底血液循环，促进组织修复和营养供应,血液循环不良、组织修复需求的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
盆腔脏器脱垂,第6节-I类肌高强度IV,I类肌高强度IV,电刺激,17,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；肌肉收缩能力较弱、需要被动刺激的用户
盆腔脏器脱垂,第6节-I类肌高强度I,I类肌高强度I,触发电刺激,8,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；需要生物反馈训练、提高肌肉控制精度的用户
盆腔脏器脱垂,第7节-促血流,促血流,电刺激,5,改善盆底血液循环，促进组织修复和营养供应,血液循环不良、组织修复需求的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
盆腔脏器脱垂,第7节-I类肌高强度IV,I类肌高强度IV,电刺激,17,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；肌肉收缩能力较弱、需要被动刺激的用户
盆腔脏器脱垂,第7节-I类肌高强度I,I类肌高强度I,触发电刺激,8,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；需要生物反馈训练、提高肌肉控制精度的用户
盆腔脏器脱垂,第8节-促血流,促血流,电刺激,5,改善盆底血液循环，促进组织修复和营养供应,血液循环不良、组织修复需求的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
盆腔脏器脱垂,第8节-I类肌高强度IV,I类肌高强度IV,电刺激,7,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；肌肉收缩能力较弱、需要被动刺激的用户
盆腔脏器脱垂,第8节-I类肌高强度I,I类肌高强度I,触发电刺激,8,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；需要生物反馈训练、提高肌肉控制精度的用户
盆腔脏器脱垂,第8节-I型肌初步训练,I型肌初步训练,凯格尔训练,10,快肌纤维基础训练，建立肌肉记忆,初次接受训练、基础功能较弱的用户；有一定肌肉控制能力、可进行主动训练的用户
盆腔脏器脱垂,第9节-促血流,促血流,电刺激,5,改善盆底血液循环，促进组织修复和营养供应,血液循环不良、组织修复需求的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
盆腔脏器脱垂,第9节-I类肌高强度IV,I类肌高强度IV,电刺激,7,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；肌肉收缩能力较弱、需要被动刺激的用户
盆腔脏器脱垂,第9节-I类肌高强度I,I类肌高强度I,触发电刺激,8,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；需要生物反馈训练、提高肌肉控制精度的用户
盆腔脏器脱垂,第9节-I型肌初步训练,I型肌初步训练,凯格尔训练,10,快肌纤维基础训练，建立肌肉记忆,初次接受训练、基础功能较弱的用户；有一定肌肉控制能力、可进行主动训练的用户
盆腔脏器脱垂,第10节-促血流,促血流,电刺激,5,改善盆底血液循环，促进组织修复和营养供应,血液循环不良、组织修复需求的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
盆腔脏器脱垂,第10节-I类肌高强度IV,I类肌高强度IV,电刺激,7,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；肌肉收缩能力较弱、需要被动刺激的用户
盆腔脏器脱垂,第10节-I类肌高强度I,I类肌高强度I,触发电刺激,8,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；需要生物反馈训练、提高肌肉控制精度的用户
盆腔脏器脱垂,第10节-I型肌加强训练,I型肌加强训练,凯格尔训练,10,快肌纤维强化训练，提升收缩力,有一定肌肉控制能力、可进行主动训练的用户
盆腔脏器脱垂,第11节-促血流,促血流,电刺激,5,改善盆底血液循环，促进组织修复和营养供应,血液循环不良、组织修复需求的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
盆腔脏器脱垂,第11节-I类肌高强度IV,I类肌高强度IV,电刺激,7,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；肌肉收缩能力较弱、需要被动刺激的用户
盆腔脏器脱垂,第11节-I类肌高强度I,I类肌高强度I,触发电刺激,8,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；需要生物反馈训练、提高肌肉控制精度的用户
盆腔脏器脱垂,第11节-I型肌加强训练,I型肌加强训练,凯格尔训练,10,快肌纤维强化训练，提升收缩力,有一定肌肉控制能力、可进行主动训练的用户
盆腔脏器脱垂, 第12节 -促血流,促血流,电刺激,5,改善盆底血液循环，促进组织修复和营养供应,血液循环不良、组织修复需求的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
盆腔脏器脱垂, 第12节 -I类肌高强度I,I类肌高强度I,触发电刺激,7,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；需要生物反馈训练、提高肌肉控制精度的用户
盆腔脏器脱垂, 第12节 -I型肌强化训练,I型肌强化训练,凯格尔训练,10,快肌纤维深度强化，最大化收缩能力,已有训练基础、需要进一步提升的用户；有一定肌肉控制能力、可进行主动训练的用户
盆腔脏器脱垂, 第12节 -II类肌低强度I,II类肌低强度I,电刺激,8,未知训练内容，需要进一步分析,肌肉功能较弱、需要温和训练的用户；肌肉收缩能力较弱、需要被动刺激的用户
盆腔脏器脱垂, 第13节 -促血流,促血流,电刺激,5,改善盆底血液循环，促进组织修复和营养供应,血液循环不良、组织修复需求的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
盆腔脏器脱垂, 第13节 -II类肌中强度I,II类肌中强度I,电刺激,5,未知训练内容，需要进一步分析,肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
盆腔脏器脱垂, 第13节 -I型肌强化训练,I型肌强化训练,凯格尔训练,15,快肌纤维深度强化，最大化收缩能力,已有训练基础、需要进一步提升的用户；有一定肌肉控制能力、可进行主动训练的用户
盆腔脏器脱垂, 第13节 -Ⅱ型肌初步训练,Ⅱ型肌初步训练,凯格尔训练,5,未知训练内容，需要进一步分析,初次接受训练、基础功能较弱的用户；有一定肌肉控制能力、可进行主动训练的用户；耐受性较低、需要短时间训练的用户
盆腔脏器脱垂, 第14节 -促血流,促血流,电刺激,5,改善盆底血液循环，促进组织修复和营养供应,血液循环不良、组织修复需求的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
盆腔脏器脱垂, 第14节 -I类肌高强度I,I类肌高强度I,触发电刺激,5,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；需要生物反馈训练、提高肌肉控制精度的用户；耐受性较低、需要短时间训练的用户
盆腔脏器脱垂, 第14节 -混合肌初步训练,混合肌初步训练,凯格尔训练,10,快慢肌纤维协调训练基础,初次接受训练、基础功能较弱的用户；有一定肌肉控制能力、可进行主动训练的用户
盆腔脏器脱垂, 第14节 -混合肌增强训练,混合肌增强训练,凯格尔训练,10,快慢肌纤维协调强化训练,有一定肌肉控制能力、可进行主动训练的用户
盆腔脏器脱垂, 第15节 -快速收缩训练,快速收缩训练,凯格尔训练,15,提高肌肉快速收缩能力和反应速度,有一定肌肉控制能力、可进行主动训练的用户
盆腔脏器脱垂, 第15节 -饥饿鲨鱼,饥饿鲨鱼,游戏互动,15,未知训练内容，需要进一步分析,适合大部分用户
盆腔脏器脱垂, 第16节 -混合肌增强训练,混合肌增强训练,凯格尔训练,15,快慢肌纤维协调强化训练,有一定肌肉控制能力、可进行主动训练的用户
盆腔脏器脱垂, 第16节 -饥饿鲨鱼,饥饿鲨鱼,游戏互动,15,未知训练内容，需要进一步分析,适合大部分用户
盆腔脏器脱垂, 第17节 -渐进控制收缩训练,渐进控制收缩训练,凯格尔训练,15,逐步提高肌肉控制精度,有一定肌肉控制能力、可进行主动训练的用户
盆腔脏器脱垂, 第17节 -饥饿鲨鱼,饥饿鲨鱼,游戏互动,15,未知训练内容，需要进一步分析,适合大部分用户
盆腔脏器脱垂, 第18节 -混合肌初步训练,混合肌初步训练,凯格尔训练,10,快慢肌纤维协调训练基础,初次接受训练、基础功能较弱的用户；有一定肌肉控制能力、可进行主动训练的用户
盆腔脏器脱垂, 第18节 -盆底肌功能协调性训练,盆底肌功能协调性训练,凯格尔训练,10,提高盆底肌群协调性和整体功能,有一定肌肉控制能力、可进行主动训练的用户
盆腔脏器脱垂, 第18节 -饥饿鲨鱼,饥饿鲨鱼,游戏互动,10,未知训练内容，需要进一步分析,适合大部分用户
便秘(低张型), 第1节  -增强敏感性,增强敏感性,电刺激,30,提高神经敏感性，改善感知能力,肌肉收缩能力较弱、需要被动刺激的用户；耐受性较好、可进行长时间训练的用户
便秘(低张型), 第2节  -增强敏感性,增强敏感性,电刺激,30,提高神经敏感性，改善感知能力,肌肉收缩能力较弱、需要被动刺激的用户；耐受性较好、可进行长时间训练的用户
便秘(低张型), 第3节  -增强敏感性,增强敏感性,电刺激,15,提高神经敏感性，改善感知能力,肌肉收缩能力较弱、需要被动刺激的用户
便秘(低张型), 第3节  -I类肌中强度Ⅱ,I类肌中强度Ⅱ,电刺激,15,未知训练内容，需要进一步分析,肌肉收缩能力较弱、需要被动刺激的用户
便秘(低张型), 第4节  -增强敏感性,增强敏感性,电刺激,15,提高神经敏感性，改善感知能力,肌肉收缩能力较弱、需要被动刺激的用户
便秘(低张型), 第4节  -I类肌中强度Ⅱ,I类肌中强度Ⅱ,电刺激,15,未知训练内容，需要进一步分析,肌肉收缩能力较弱、需要被动刺激的用户
便秘(低张型), 第5节  -增强兴奋性Ⅱ,增强兴奋性Ⅱ,电刺激,10,未知训练内容，需要进一步分析,肌肉收缩能力较弱、需要被动刺激的用户
便秘(低张型), 第5节  -I类肌高强度Ⅳ,I类肌高强度Ⅳ,电刺激,10,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；肌肉收缩能力较弱、需要被动刺激的用户
便秘(低张型), 第5节  -I类肌高强度I,I类肌高强度I,触发电刺激,10,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；需要生物反馈训练、提高肌肉控制精度的用户
便秘(低张型), 第6节  -增强兴奋性Ⅱ,增强兴奋性Ⅱ,电刺激,10,未知训练内容，需要进一步分析,肌肉收缩能力较弱、需要被动刺激的用户
便秘(低张型), 第6节  -I类肌高强度Ⅳ,I类肌高强度Ⅳ,电刺激,10,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；肌肉收缩能力较弱、需要被动刺激的用户
便秘(低张型), 第6节  -I类肌高强度I,I类肌高强度I,触发电刺激,10,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；需要生物反馈训练、提高肌肉控制精度的用户
便秘(低张型), 第7节  -I类肌高强度Ⅳ,I类肌高强度Ⅳ,电刺激,5,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
便秘(低张型), 第7节  -II类肌低强度I,II类肌低强度I,电刺激,5,未知训练内容，需要进一步分析,肌肉功能较弱、需要温和训练的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
便秘(低张型), 第7节  -I类肌高强度I,I类肌高强度I,触发电刺激,10,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；需要生物反馈训练、提高肌肉控制精度的用户
便秘(低张型), 第7节  -I型肌初步训练,I型肌初步训练,凯格尔训练,5,快肌纤维基础训练，建立肌肉记忆,初次接受训练、基础功能较弱的用户；有一定肌肉控制能力、可进行主动训练的用户；耐受性较低、需要短时间训练的用户
便秘(低张型), 第7节  -I型肌加强训练,I型肌加强训练,凯格尔训练,5,快肌纤维强化训练，提升收缩力,有一定肌肉控制能力、可进行主动训练的用户；耐受性较低、需要短时间训练的用户
便秘(低张型), 第8节  -I类肌高强度Ⅳ,I类肌高强度Ⅳ,电刺激,5,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
便秘(低张型), 第8节  -II类肌低强度I,II类肌低强度I,电刺激,5,未知训练内容，需要进一步分析,肌肉功能较弱、需要温和训练的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
便秘(低张型), 第8节  -I类肌高强度I,I类肌高强度I,触发电刺激,10,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；需要生物反馈训练、提高肌肉控制精度的用户
便秘(低张型), 第8节  -I型肌初步训练,I型肌初步训练,凯格尔训练,5,快肌纤维基础训练，建立肌肉记忆,初次接受训练、基础功能较弱的用户；有一定肌肉控制能力、可进行主动训练的用户；耐受性较低、需要短时间训练的用户
便秘(低张型), 第8节  -I型肌加强训练,I型肌加强训练,凯格尔训练,5,快肌纤维强化训练，提升收缩力,有一定肌肉控制能力、可进行主动训练的用户；耐受性较低、需要短时间训练的用户
便秘(低张型), 第9节  -I类肌高强度Ⅳ,I类肌高强度Ⅳ,电刺激,5,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
便秘(低张型), 第9节  -II类肌低强度I,II类肌低强度I,电刺激,5,未知训练内容，需要进一步分析,肌肉功能较弱、需要温和训练的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
便秘(低张型), 第9节  -增强兴奋性,增强兴奋性,触发电刺激,10,提高肌肉兴奋性，改善收缩能力,需要生物反馈训练、提高肌肉控制精度的用户
便秘(低张型), 第9节  -I型肌加强训练,I型肌加强训练,凯格尔训练,5,快肌纤维强化训练，提升收缩力,有一定肌肉控制能力、可进行主动训练的用户；耐受性较低、需要短时间训练的用户
便秘(低张型), 第9节  -I型肌强化训练,I型肌强化训练,凯格尔训练,5,快肌纤维深度强化，最大化收缩能力,已有训练基础、需要进一步提升的用户；有一定肌肉控制能力、可进行主动训练的用户；耐受性较低、需要短时间训练的用户
便秘(低张型), 第10节 -增强兴奋性I,增强兴奋性I,电刺激,5,未知训练内容，需要进一步分析,肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
便秘(低张型), 第10节 -II类肌低强度I,II类肌低强度I,电刺激,5,未知训练内容，需要进一步分析,肌肉功能较弱、需要温和训练的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
便秘(低张型), 第10节 -I类肌高强度I,I类肌高强度I,触发电刺激,10,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；需要生物反馈训练、提高肌肉控制精度的用户
便秘(低张型), 第10节 -I型肌强化训练,I型肌强化训练,凯格尔训练,5,快肌纤维深度强化，最大化收缩能力,已有训练基础、需要进一步提升的用户；有一定肌肉控制能力、可进行主动训练的用户；耐受性较低、需要短时间训练的用户
便秘(低张型), 第10节 -Ⅱ型肌初步训练,Ⅱ型肌初步训练,凯格尔训练,5,未知训练内容，需要进一步分析,初次接受训练、基础功能较弱的用户；有一定肌肉控制能力、可进行主动训练的用户；耐受性较低、需要短时间训练的用户
便秘(低张型), 第11节 -增强兴奋性I,增强兴奋性I,电刺激,5,未知训练内容，需要进一步分析,肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
便秘(低张型), 第11节 -II类肌低强度I,II类肌低强度I,电刺激,5,未知训练内容，需要进一步分析,肌肉功能较弱、需要温和训练的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
便秘(低张型), 第11节 -I类肌高强度I,I类肌高强度I,触发电刺激,10,未知训练内容，需要进一步分析,肌肉功能较好、可承受强刺激的用户；需要生物反馈训练、提高肌肉控制精度的用户
便秘(低张型), 第11节 -I型肌强化训练,I型肌强化训练,凯格尔训练,5,快肌纤维深度强化，最大化收缩能力,已有训练基础、需要进一步提升的用户；有一定肌肉控制能力、可进行主动训练的用户；耐受性较低、需要短时间训练的用户
便秘(低张型), 第11节 -Ⅱ型肌初步训练,Ⅱ型肌初步训练,凯格尔训练,5,未知训练内容，需要进一步分析,初次接受训练、基础功能较弱的用户；有一定肌肉控制能力、可进行主动训练的用户；耐受性较低、需要短时间训练的用户
便秘(低张型), 第12节 -II类肌低强度I,II类肌低强度I,电刺激,5,未知训练内容，需要进一步分析,肌肉功能较弱、需要温和训练的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
便秘(低张型), 第12节 -I类肌中强度Ⅱ,I类肌中强度Ⅱ,触发电刺激,10,未知训练内容，需要进一步分析,需要生物反馈训练、提高肌肉控制精度的用户
便秘(低张型), 第12节 -I型肌强化训练,I型肌强化训练,凯格尔训练,15,快肌纤维深度强化，最大化收缩能力,已有训练基础、需要进一步提升的用户；有一定肌肉控制能力、可进行主动训练的用户
便秘(低张型), 第13节 -II类肌低强度I,II类肌低强度I,电刺激,5,未知训练内容，需要进一步分析,肌肉功能较弱、需要温和训练的用户；肌肉收缩能力较弱、需要被动刺激的用户；耐受性较低、需要短时间训练的用户
便秘(低张型), 第13节 -I类肌中强度Ⅱ,I类肌中强度Ⅱ,触发电刺激,10,未知训练内容，需要进一步分析,需要生物反馈训练、提高肌肉控制精度的用户
便秘(低张型), 第13节 -Ⅱ型肌初步训练,Ⅱ型肌初步训练,凯格尔训练,5,未知训练内容，需要进一步分析,初次接受训练、基础功能较弱的用户；有一定肌肉控制能力、可进行主动训练的用户；耐受性较低、需要短时间训练的用户
便秘(低张型), 第13节 -饥饿鲨鱼,饥饿鲨鱼,游戏互动,10,未知训练内容，需要进一步分析,适合大部分用户
